Latitude,Longitude,Location,CID,Type
27.54,83.45,"Regional database on soils, historic climate parameters and...|Pramod K Aggarwal|4.2","4036","ccafs_activities"
28.139,81.63,"Regional database on soils, historic climate parameters and...|Pramod K Aggarwal|4.2","4036","ccafs_activities"
28.93,80.365,"Regional database on soils, historic climate parameters and...|Pramod K Aggarwal|4.2","4036","ccafs_activities"
22.4,89.137,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
22.4,89.087,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
22.615,86.374,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
22.506,89.86,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
22.477,90.12,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
22.05,90.199,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
21.62,92,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
25.54,84.902,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
25.366,84.39,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
28.959,86.202,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
26.29,84.204,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
25.98,85.73,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
25.96,86.74,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
25.562,87.541,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
30.186,75.921,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
26.62,87.224,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
27,85.62,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
27.54,83.45,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
28.139,81.63,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
28.93,80.365,"Completing baseline surveys in CCAFS...|Pramod K Aggarwal#Gopal D Bhatta|4.2","4034","ccafs_activities"
26.62,87.224,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
27,85.62,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
27.54,83.45,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
28.139,81.63,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
28.93,80.365,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
25.54,84.902,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
25.366,84.39,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
28.959,86.202,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
26.29,84.204,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
25.98,85.73,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
25.96,86.74,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
25.562,87.541,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
30.186,75.921,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.4,89.137,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.4,89.087,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.615,86.374,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.506,89.86,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.477,90.12,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.05,90.199,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
21.62,92,"Mapping Flood Inundation in Indo-Gangetic plain using...|Pramod K Aggarwal#A. Giriraj|4.2","4035","ccafs_activities"
22.4,89.137,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
22.4,89.087,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
22.615,86.374,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
22.506,89.86,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
22.477,90.12,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
22.05,90.199,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
21.62,92,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
25.54,84.902,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
25.366,84.39,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
28.959,86.202,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
26.29,84.204,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
25.98,85.73,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
25.96,86.74,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
25.562,87.541,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
30.186,75.921,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
26.62,87.224,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
27,85.62,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
27.54,83.45,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
28.139,81.63,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
28.93,80.365,"Baseline GHG emissions in key sites in South...|William A Salas#Pramod K Aggarwal#JK Ladha|3","4029","ccafs_activities"
26.62,87.224,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
27,85.62,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
27.54,83.45,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
28.139,81.63,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
28.93,80.365,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
25.54,84.902,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
25.366,84.39,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
28.959,86.202,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
26.29,84.204,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
25.98,85.73,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
25.96,86.74,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
25.562,87.541,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
30.186,75.921,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.4,89.137,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.4,89.087,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.615,86.374,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.506,89.86,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.477,90.12,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.05,90.199,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
21.62,92,"Partnership development and strengthening; establishment of...|Patti Kristjanson#Pramod K Aggarwal#Gopal D Bhatta|4.1","4031","ccafs_activities"
22.4,89.137,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.4,89.087,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.615,86.374,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.506,89.86,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.477,90.12,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.05,90.199,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
21.62,92,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
25.54,84.902,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
25.366,84.39,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
28.959,86.202,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
26.29,84.204,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
25.98,85.73,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
25.96,86.74,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
25.562,87.541,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
30.186,75.921,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.4,89.137,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.4,89.087,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.615,86.374,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.506,89.86,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.477,90.12,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.05,90.199,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
21.62,92,"Empowering rural women to adapt for food security in South...|Aditi Kapoor#Pramod K Aggarwal#Gopal D Bhatta|4.1","4032","ccafs_activities"
22.4,89.137,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
22.4,89.087,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
22.615,86.374,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
22.506,89.86,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
22.477,90.12,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
22.05,90.199,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
21.62,92,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
25.54,84.902,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
25.366,84.39,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
28.959,86.202,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
26.29,84.204,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
25.98,85.73,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
25.96,86.74,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
25.562,87.541,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
30.186,75.921,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
26.62,87.224,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
27,85.62,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
27.54,83.45,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
28.139,81.63,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
28.93,80.365,"Climate change adaptation innovation threads in South Asia...|Hemant Ojha#Pramod K Aggarwal#Gopal D Bhatta|2","4025","ccafs_activities"
-1.581,37.326,"Household and village baseline surveys for CCAFS site in...|Wiebke Foerch|4.2","4018","ccafs_activities"
4.822,38.43,"Regional site characterization and gender-disaggregated...|Mariana Rufino#Joash Mango|4.2","4019","ccafs_activities"
-0.315,35.022,"Regional site characterization and gender-disaggregated...|Mariana Rufino#Joash Mango|4.2","4019","ccafs_activities"
-1.581,37.326,"Regional site characterization and gender-disaggregated...|Mariana Rufino#Joash Mango|4.2","4019","ccafs_activities"
1.49,31.501,"Regional site characterization and gender-disaggregated...|Mariana Rufino#Joash Mango|4.2","4019","ccafs_activities"
-0.667,31.44,"Regional site characterization and gender-disaggregated...|Mariana Rufino#Joash Mango|4.2","4019","ccafs_activities"
-4.82,38.359,"Regional site characterization and gender-disaggregated...|Mariana Rufino#Joash Mango|4.2","4019","ccafs_activities"
4.822,38.43,"Developing a strategy for engagement with National Met...|John Recha#Roger Stern|4.2","4020","ccafs_activities"
-0.315,35.022,"Developing a strategy for engagement with National Met...|John Recha#Roger Stern|4.2","4020","ccafs_activities"
-1.581,37.326,"Developing a strategy for engagement with National Met...|John Recha#Roger Stern|4.2","4020","ccafs_activities"
1.49,31.501,"Developing a strategy for engagement with National Met...|John Recha#Roger Stern|4.2","4020","ccafs_activities"
-0.667,31.44,"Developing a strategy for engagement with National Met...|John Recha#Roger Stern|4.2","4020","ccafs_activities"
-4.82,38.359,"Developing a strategy for engagement with National Met...|John Recha#Roger Stern|4.2","4020","ccafs_activities"
-1.581,37.326,"Quantification of GHG emissions to inform mitigation...|Mariana Rufino|3","4012","ccafs_activities"
-0.667,31.44,"Quantification of GHG emissions to inform mitigation...|Mariana Rufino|3","4012","ccafs_activities"
-4.82,38.359,"Quantification of GHG emissions to inform mitigation...|Mariana Rufino|3","4012","ccafs_activities"
-0.315,35.022,"Identification, testing and documentation of  options for...|John Recha|3","4013","ccafs_activities"
-4.82,38.359,"Identification, testing and documentation of  options for...|John Recha|3","4013","ccafs_activities"
-0.315,35.022,"Participatory pilot demonstrations of portfolios of...|John Recha#PICO Eastern Africa|4.1","4015","ccafs_activities"
4.822,38.43,"Participatory pilot demonstrations of portfolios of...|John Recha#PICO Eastern Africa|4.1","4015","ccafs_activities"
-4.82,38.359,"Using Climate Scenarios and Spatial Analogues in Designing...|Maren Radeny#James Kinyangi#Catherine Mungai|1","4005","ccafs_activities"
-0.315,35.022,"Using Climate Scenarios and Spatial Analogues in Designing...|Maren Radeny#James Kinyangi#Catherine Mungai|1","4005","ccafs_activities"
-1.581,37.326,"Using Climate Scenarios and Spatial Analogues in Designing...|Maren Radeny#James Kinyangi#Catherine Mungai|1","4005","ccafs_activities"
4.822,38.43,"Synthesis of knowledge gaps in risk...|Maren Radeny|2","4006","ccafs_activities"
1.49,31.501,"Synthesis of knowledge gaps in risk...|Maren Radeny|2","4006","ccafs_activities"
-0.667,31.44,"Synthesis of knowledge gaps in risk...|Maren Radeny|2","4006","ccafs_activities"
-4.82,38.359,"Synthesis of knowledge gaps in risk...|Maren Radeny|2","4006","ccafs_activities"
-1.581,37.326,"Synthesis of knowledge gaps in risk...|Maren Radeny|2","4006","ccafs_activities"
-0.315,35.022,"Gender and socially-equitable participatory pilot...|John Recha|2","4007","ccafs_activities"
4.822,38.43,"Gender and socially-equitable participatory pilot...|John Recha|2","4007","ccafs_activities"
-0.315,35.022,"Mapping risks and opportunities for targeting appropriate...|Clare Mukankusi#Dan Kiambi|1","4000","ccafs_activities"
4.822,38.43,"Mapping risks and opportunities for targeting appropriate...|Clare Mukankusi#Dan Kiambi|1","4000","ccafs_activities"
1.49,31.501,"Mapping risks and opportunities for targeting appropriate...|Clare Mukankusi#Dan Kiambi|1","4000","ccafs_activities"
-0.667,31.44,"Mapping risks and opportunities for targeting appropriate...|Clare Mukankusi#Dan Kiambi|1","4000","ccafs_activities"
4.822,38.43,"Video testimonials on gender-specific farmer adaptation and...|James Kinyangi#Catherine Mungai |1","4003","ccafs_activities"
-0.315,35.022,"Video testimonials on gender-specific farmer adaptation and...|James Kinyangi#Catherine Mungai |1","4003","ccafs_activities"
-1.581,37.326,"Video testimonials on gender-specific farmer adaptation and...|James Kinyangi#Catherine Mungai |1","4003","ccafs_activities"
1.49,31.501,"Video testimonials on gender-specific farmer adaptation and...|James Kinyangi#Catherine Mungai |1","4003","ccafs_activities"
-0.667,31.44,"Video testimonials on gender-specific farmer adaptation and...|James Kinyangi#Catherine Mungai |1","4003","ccafs_activities"
-4.82,38.359,"Video testimonials on gender-specific farmer adaptation and...|James Kinyangi#Catherine Mungai |1","4003","ccafs_activities"
-0.315,35.022,"Dissemination of gender-CC training materials; gender...|Ruth Meinzen-Dick|4.1","3998","ccafs_activities"
10.596,-2.768,"Dissemination of gender-CC training materials; gender...|Ruth Meinzen-Dick|4.1","3998","ccafs_activities"
22.615,86.374,"Dissemination of gender-CC training materials; gender...|Ruth Meinzen-Dick|4.1","3998","ccafs_activities"
-1.581,37.326,"Collect bio-physical and household data from BM sites,...|Lieven Claessens|4.2","3961","ccafs_activities"
4.822,38.43,"Establishment of a protocol for measuring and monitoring...|Mariana Rufino|3","3950","ccafs_activities"
-0.315,35.022,"Establishment of a protocol for measuring and monitoring...|Mariana Rufino|3","3950","ccafs_activities"
-1.581,37.326,"Establishment of a protocol for measuring and monitoring...|Mariana Rufino|3","3950","ccafs_activities"
1.49,31.501,"Establishment of a protocol for measuring and monitoring...|Mariana Rufino|3","3950","ccafs_activities"
-0.667,31.44,"Establishment of a protocol for measuring and monitoring...|Mariana Rufino|3","3950","ccafs_activities"
-4.82,38.359,"Establishment of a protocol for measuring and monitoring...|Mariana Rufino|3","3950","ccafs_activities"
4.822,38.43,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
-0.315,35.022,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
-1.581,37.326,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
1.49,31.501,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
-0.667,31.44,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
10.596,-2.768,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
13.691,-2.252,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
14.106,-15.54,"Household-level data collection in CCAFS benchmark sites...|Mariana Rufino#Mario Herrero|4.2","3951","ccafs_activities"
-1.581,37.326,"Development and/or adaptation of suitable household models...|Mark van Wijk|2","3945","ccafs_activities"
4.822,38.43,"Development and/or adaptation of suitable household models...|Mark van Wijk|2","3945","ccafs_activities"
4.822,38.43,"Implement IBLI pilot in...|Andrew Mude|2","3946","ccafs_activities"
-0.315,35.022,"Analysis of mitigation biophysical and socioeconomic...|Miyuki Iiyama#Frank Place|3","3934","ccafs_activities"
22.4,89.137,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
22.4,89.087,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
22.615,86.374,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
22.506,89.86,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
22.477,90.12,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
22.05,90.199,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
21.62,92,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
25.54,84.902,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
25.366,84.39,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
28.959,86.202,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
26.29,84.204,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
25.98,85.73,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
25.96,86.74,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
25.562,87.541,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
30.186,75.921,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
26.62,87.224,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
27,85.62,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
27.54,83.45,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
28.139,81.63,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
28.93,80.365,"Mitigation of climate change in agriculture, including...|Henry Neufeldt#Keith Shepherd|3","3935","ccafs_activities"
-1.581,37.326,"Testing adaptation options (crop and varietal choice, crop...|Dave Harris|1","3925","ccafs_activities"
25.98,85.73,"Design and implementation of protocols to assess C...|ML Jat#Bruno Gerard#Santiago Lopez Ridaura|3","3883","ccafs_activities"
30.186,75.921,"Design and implementation of protocols to assess C...|ML Jat#Bruno Gerard#Santiago Lopez Ridaura|3","3883","ccafs_activities"
30.186,75.921,"Review of state of the art  in assessing GHG (N...|ML Jat #Gerard|3","3884","ccafs_activities"
27.54,83.45,"Participatory experimentation with risk management...|M Jat#B. Gerard#A. McDonald|2","3872","ccafs_activities"
25.98,85.73,"Suitable international maize trial data identified,...|Cairns, Jill|1","3858","ccafs_activities"
